6.754841,61.254840,-1.349824,1892.842953,0.736471
1.782449,239.864819,-2.821217,1874.551899,0.505355
1.238824,139.476943,0.899307,3179.765922,0.220441
1.058489,412.618663,1.188836,2361.002066,0.155479
9.614918,201.467545,-2.443525,1386.865507,0.847494
7.567586,291.302641,2.838695,2514.137509,0.552041
8.464642,328.333889,2.170241,3309.408581,0.704572
3.604492,85.906390,-1.603255,1404.005718,0.277974
6.721160,214.174481,-0.778914,1838.028123,0.266978
6.482179,127.012392,1.374761,1653.609975,0.379455
9.905710,337.999892,0.341698,3738.457004,0.842852
1.288902,191.953872,-1.393555,1843.931374,0.942910
8.887309,191.605046,0.932632,2582.527604,0.914548
3.219648,302.615660,-1.423550,3338.343961,0.897823
4.594605,148.694342,2.985226,3038.105175,0.090909
6.647014,406.435714,-0.467040,1254.110825,0.381619
9.965092,288.101455,2.826470,4443.118809,0.011481
5.832733,170.071335,0.845771,1446.208694,0.434765
5.083513,479.217167,2.255118,2053.556203,0.500586
8.834667,184.300156,0.833697,3435.880846,0.152839
7.862597,292.720564,1.671759,3121.414689,0.000572
9.361888,445.424845,1.989993,2230.056502,0.057925
8.902086,476.127250,-2.486079,2943.961853,0.069213
2.155523,263.877070,0.298822,2060.226516,0.872433
4.808241,145.309192,0.235777,3919.724276,0.201151
6.848903,247.145038,0.105455,1484.016783,0.224697
4.042770,314.738923,-1.619312,1880.869538,0.070993
9.148780,436.835930,-2.574856,1952.018537,0.668978
2.928131,109.540332,2.613085,3284.172373,0.472671
2.713689,93.618866,-0.413693,2694.314492,0.467025
7.561683,353.014046,2.904991,1393.671485,0.402621
3.237907,135.594009,-0.308319,2687.526559,0.278545
3.248258,465.469520,-0.341216,4445.396419,0.550325
8.524248,486.048316,2.558202,4394.782938,0.166311
5.370770,146.186285,-0.593758,1234.541600,0.378973
8.056635,254.753765,-0.461955,4829.270563,0.995423
6.001915,373.283724,-2.071219,2186.831302,0.968709
7.731780,75.724373,0.505066,3011.401532,0.852720
2.416895,482.350506,-2.519331,1743.299844,0.595035
2.078980,450.629291,-1.522708,3378.076614,0.619382
4.773024,312.652530,0.136696,4738.825031,0.204259
4.562073,352.260600,-1.200018,2264.708785,0.751864
1.652888,256.228485,2.990727,4984.385791,0.073261
9.399334,446.388878,2.275621,2478.108355,0.157747
8.503705,366.592966,0.670067,4948.932255,0.653976
3.694409,348.524922,2.633580,1537.164458,0.115429
1.963324,298.950638,-1.365911,3419.319308,0.717612
3.375855,269.839333,2.432019,4384.414853,0.092298
4.812182,174.506101,-2.978726,4084.476892,0.637113
5.965124,242.459114,-2.941982,1300.975440,0.883106
9.135357,295.515630,2.007570,3330.038266,0.148094
9.090833,408.255037,2.164215,4595.698546,0.210077
3.245768,96.257130,1.680697,4536.538806,0.406377
9.368929,439.072563,2.857236,4243.086880,0.881416
1.223077,381.454012,-1.006887,4723.263544,0.802235
3.401251,404.318529,-2.351426,4488.667132,0.858593
3.001903,417.463973,-0.238181,2220.763469,0.795345
2.738168,197.717878,2.186118,4867.556416,0.279125
6.773336,229.855273,2.886898,3144.862930,0.939237
2.607110,483.140442,-1.407202,1433.610189,0.434564
7.556906,191.154791,0.637253,3045.692239,0.385195
7.379068,50.761075,2.553451,3153.807988,0.719430
7.677551,351.782827,-0.814671,1279.895245,0.664238
8.632138,373.889418,-1.198066,2237.138649,0.408393
4.621603,183.044841,-2.236273,2681.785335,0.940364
6.539634,185.427444,0.287623,1001.623759,0.286914
4.868993,310.993152,0.928234,2859.952761,0.442160
9.110627,408.211142,-1.981852,1339.182147,0.515452
6.696468,200.834715,1.910541,4004.552550,0.672796
1.219828,160.179145,-0.149182,4398.950778,0.072828
4.729969,333.394421,-1.833389,3785.417002,0.494377
1.049903,387.934014,1.620277,1426.349186,0.425146
2.582980,481.084719,0.107747,1200.873541,0.249198
8.212749,350.409980,2.927355,3381.809274,0.950040
9.022833,325.693545,1.315644,3019.112659,0.830569
7.692899,263.603497,-1.444851,1988.958950,0.637661
7.892323,284.584916,0.760491,2098.389788,0.077483
3.877386,293.068500,-2.169756,1925.045919,0.693950
7.357772,78.902983,-0.554404,3170.444562,0.415774
9.143546,312.835736,1.173138,4426.928129,0.765595
4.423429,52.653238,-0.889447,4013.900500,0.853448
7.727641,295.759539,0.619516,1882.154777,0.219422
4.922524,63.061169,-0.983223,3716.567540,0.404317
2.148650,330.015632,-2.838201,2576.081025,0.564392
1.243918,339.237342,-2.185803,2846.793776,0.050285
3.941612,392.553369,-0.725243,4008.039294,0.831924
3.270444,86.857805,-2.883700,3157.676192,0.999908
8.031097,343.289595,1.525399,4798.446931,0.199361
1.183420,118.572056,-2.242674,3677.835378,0.563970
7.902083,125.505115,0.643485,3991.702608,0.114533
8.373711,484.124348,-2.351408,1102.713702,0.311957
4.569890,371.756617,-2.544021,3762.457664,0.627242
1.917112,397.616398,2.101759,3401.646459,0.121055
4.124834,242.770106,-0.776575,3023.843159,0.341231
8.646181,420.048913,-2.366767,4843.150269,0.635585
4.919384,380.207887,2.792842,2080.329586,0.808199
5.843556,267.573877,-0.386553,3924.104857,0.268396
1.779966,446.734033,-1.536819,2858.833866,0.610332
4.410904,62.914999,2.105717,1727.359429,0.212120
8.922880,365.532688,-1.342389,1040.604458,0.948063
